"Name","Total Time","Total Time (CPU)","Hits"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"                                                                                com.querydsl.core.support.QueryBase.where ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                 com.querydsl.core.support.QueryMixin.where ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                  com.querydsl.jpa.JPAQueryMixin.convert ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                   com.querydsl.core.types.OperationImpl.accept ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                    com.querydsl.jpa.JPAMapAccessVisitor.visit ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                     com.querydsl.jpa.JPAMapAccessVisitor.visit ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                      com.querydsl.core.support.ReplaceVisitor.visit ()","196 ms (-0%)","196 ms (-0%)","2"
"                                                                                       java.util.Collections$UnmodifiableList.equals ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                       com.querydsl.core.support.ReplaceVisitor.visit ()","94.1 ms (-0%)","94.1 ms (-0%)","1"
"                                                                                        com.querydsl.core.util.CollectionUtils.unmodifiableList ()","94.1 ms (-0%)","94.1 ms (-0%)","1"
"                                                                                         com.querydsl.core.util.CollectionUtils.isUnmodifiableType ()","94.1 ms (-0%)","94.1 ms (-0%)","1"
"                                                                                          java.lang.Class.getSuperclass[native] ()","94.1 ms (-0%)","94.1 ms (-0%)","1"
"                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                com.querydsl.jpa.impl.JPAQueryFactory.selectFrom ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                 com.querydsl.jpa.impl.JPAQueryFactory.select ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                  com.querydsl.jpa.impl.JPAQueryFactory.query ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                   com.querydsl.jpa.impl.JPAQuery.<init> ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                    com.querydsl.jpa.impl.JPAProvider.getTemplates ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                     java.util.HashMap$EntryIterator.next ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-5","158,313 ms (-0%)","100 ms (-0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","100 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","100 ms (-0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","100 ms (-0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","100 ms (-0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,213 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,213 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,213 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,213 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","100 ms (-0%)","100 ms (-0%)","1"
"      org.apache.tomcat.util.net.SocketWrapperBase.isClosed ()","100 ms (-0%)","100 ms (-0%)","1"
"       java.util.concurrent.atomic.AtomicBoolean.get ()","100 ms (-0%)","100 ms (-0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-6","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-7","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-8","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-9","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-10","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-Poller","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   sun.nio.ch.SelectorImpl.select ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-Acceptor","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.net.Acceptor.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     sun.nio.ch.ServerSocketChannelImpl.accept ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
